,Score Prédit,Vrai Score
87,5.392048210489065,6.0
88,4.851610294149054,5.0
89,5.760203405658501,6.0
90,6.026467241881477,6.0
91,6.415132143989354,7.0
92,6.183253946805564,7.0
93,5.617095569191861,6.0
94,6.081280242394911,7.0
95,5.092370785230685,6.0
96,5.372697800725689,5.0
97,5.923626522353629,6.0
98,5.660811883123245,5.0
99,6.524243064834309,8.0
100,6.255020862709671,6.0
101,5.585033777963929,6.0
102,5.216814125920337,5.0
103,5.408029679997071,5.0
104,5.3845608448807525,5.0
105,6.482554545890025,6.0
106,5.582235235312453,5.0
107,5.011836433186119,6.0
108,5.142019764740979,5.0
109,6.2918839244023275,6.0
110,5.646547544849483,6.0
111,6.349018017971389,6.0
112,6.276319136330471,6.0
113,5.573411316293914,4.0
114,5.905088661994455,6.0
115,7.032142296475826,7.0
116,6.799912139198852,7.0
117,6.423101729819649,6.0
118,6.124417255830451,6.0
119,6.792741428295585,7.0
120,6.193786987790986,6.0
121,4.601775468709548,6.0
122,5.380696457384943,6.0
123,5.1157400543751805,5.0
124,5.652077360060332,5.0
125,7.4590881612677435,7.0
126,6.1191264690393155,6.0
127,5.486352018051974,5.0
128,5.36236853413692,6.0
129,6.083149812238219,6.0
130,6.216586492981179,6.0
131,5.530136792579128,5.0
132,5.37507988329827,5.0
133,6.374793085450335,7.0
134,6.715765648051018,7.0
135,5.878636732712835,6.0
136,5.574342079908206,5.0
137,5.748005408229346,6.0
138,6.331949434442436,7.0
139,5.220837186944664,6.0
140,5.294672628240562,5.0
141,5.290986555703398,5.0
142,6.180277584451289,6.0
143,5.1871126849628695,6.0
144,6.009902670836652,8.0
145,5.090145348272102,4.0
146,5.055653131520955,5.0
147,6.54456722650832,7.0
148,5.520736927713358,5.0
149,6.262167117140564,5.0
150,4.75562878795165,5.0
151,5.687111662995392,6.0
152,5.421983213922431,5.0
153,6.146119935250283,7.0
154,6.916761328513644,7.0
155,5.344736817699243,5.0
156,6.432243574824497,7.0
157,6.396770320996438,7.0
158,6.184508288146162,7.0
159,6.391542619052132,7.0
160,6.434855491854194,7.0
161,6.109473076158565,4.0
162,5.484185135521244,5.0
163,5.108427875201244,5.0
164,6.0001644115045,6.0
165,6.292381737112635,6.0
166,6.060768460455449,8.0
167,6.4370989057667884,6.0
168,5.783327794582249,6.0
169,5.838457451500403,5.0
170,5.839674436849975,6.0
171,5.2897245641219115,5.0
172,5.690661245088222,7.0
173,5.701740298056848,5.0
174,5.565531648132492,6.0
175,6.9448353327829295,8.0
176,6.079341994896936,6.0
177,6.662536428760234,7.0
178,5.789300090190807,6.0
179,5.79187608696526,6.0
180,5.018336014291208,5.0
181,6.048292267082729,6.0
182,5.692660564336677,5.0
183,5.314435538114651,5.0
184,5.376963288543664,7.0
185,6.59673492484103,7.0
186,6.042932849126572,6.0
187,7.284102366965328,7.0
188,5.0301698569024325,5.0
189,6.144735761662844,6.0
190,6.143269746639419,6.0
191,5.918561186887189,5.0
192,6.134050161959465,5.0
193,5.267615010148376,6.0
194,6.468004300084374,6.0
195,6.8323381965793715,6.0
196,6.689998700262379,6.0
197,6.214781544678203,6.0
198,5.453262140030546,6.0
199,5.119010857264186,6.0
200,5.823042719348791,5.0
201,6.502430206765069,7.0
202,5.846872526533218,6.0
203,6.245584566685864,6.0
204,5.237358699338529,4.0
205,5.52686982682917,5.0
206,5.059315310569787,5.0
207,5.524095807138622,6.0
208,6.1302177756472815,6.0
209,4.943601931432283,4.0
210,6.246490751887052,7.0
211,6.778036620414923,6.0
212,6.273458098463323,8.0
213,6.762560102980956,7.0
214,4.536257119423567,5.0
215,5.287892361377942,6.0
216,6.195286439404299,7.0
217,5.281956778588096,5.0
218,5.594740629039848,6.0
219,6.597254198465009,7.0
220,6.262615732373121,7.0
221,6.49690080269545,6.0
222,5.120676133713687,5.0
223,5.465628485677826,5.0
224,5.664991881910396,6.0
225,5.2446564244859815,6.0
226,5.132508970052584,5.0
227,5.916255613568239,5.0
228,7.164532374193158,7.0
229,6.124489945697405,7.0
230,6.230887529834831,6.0
231,6.38373810747899,6.0
232,7.065321115530992,7.0
233,5.874775465594496,6.0
234,6.21166021916099,7.0
235,6.195220084274013,5.0
236,5.687111662995392,6.0
237,6.48701844952717,6.0
238,6.490384163640982,7.0
239,6.106775819932409,5.0
240,5.499526910707118,5.0
241,5.168012105098001,6.0
242,5.55594205537318,5.0
243,5.580417462263654,5.0
244,6.110402273660384,6.0
245,6.139856481724905,6.0
246,5.929980291804441,6.0
247,5.455300887817685,4.0
248,5.390862978593418,5.0
249,5.5415304851128155,7.0
250,5.721882671420758,7.0
251,6.158950390803426,6.0
252,5.552256946592934,6.0
253,5.309916428371366,5.0
254,6.479309175114594,6.0
255,5.160924572826957,6.0
256,5.503128280050589,6.0
257,5.798953786144466,6.0
258,6.737379673352933,7.0
259,5.503540327350947,6.0
260,5.6273594472228865,5.0
261,5.135795968564196,5.0
262,6.670256996942896,5.0
263,5.767709041774623,6.0
264,5.347433707866401,5.0
265,5.1421530958257335,5.0
266,5.057372239274457,4.0
267,6.22206063673633,7.0
268,5.740144388733427,6.0
269,6.686329067382047,8.0
270,5.496692489039162,5.0
271,5.8589964106687376,6.0
272,6.25987747456594,8.0
273,6.237229539147734,6.0
274,6.31431197289578,5.0
275,4.865197171790669,5.0
276,5.8558535711223385,6.0
277,4.517646882973224,3.0
278,6.506194528208596,8.0
279,4.173556640701889,5.0
280,5.024261171947302,3.0
281,5.018336014291208,5.0
282,6.470362785436976,6.0
283,6.249968595499865,6.0
284,5.84432271136825,5.0
285,5.687240830987008,5.0
286,4.984239960735806,6.0
287,5.643776090364952,5.0
288,6.111082175351896,7.0
289,5.133246730790546,4.0
290,6.199735998658866,6.0
291,5.64311981968109,6.0
292,5.335476144702284,5.0
293,6.674800171564357,6.0
294,6.352507785018759,6.0
295,5.714362197461014,5.0
296,5.88268560702096,6.0
297,6.41799317475116,7.0
298,6.123452051703538,6.0
299,5.922009936747656,6.0
300,6.675636179684915,7.0
301,5.853805079652773,7.0
302,6.270052705375292,6.0
303,5.487483387309396,5.0
304,6.126024370580183,5.0
305,6.071043767708886,7.0
306,5.898957845627166,6.0
307,6.271803478989142,6.0
308,6.758294622314793,6.0
309,5.60820794802197,6.0
310,6.779107692405887,7.0
311,5.130822722081916,5.0
312,5.6352248017649345,6.0
313,6.230859523127833,7.0
314,5.318846832248937,5.0
315,5.1846520959526,5.0
316,6.580285276255324,7.0
317,6.13685529333992,6.0
318,6.32030997483713,6.0
319,5.948388494379117,5.0
320,5.633336182633485,6.0
321,6.39987305794719,6.0
322,5.211597997924343,6.0
323,5.792307216090606,6.0
324,6.2918839244023275,6.0
325,6.916761328513644,7.0
326,5.80096937469699,6.0
327,5.78132478345168,7.0
328,6.5753316553768855,6.0
329,5.7404881970973065,5.0
330,6.080292748359341,6.0
331,6.440917414597095,7.0
332,5.37464725340709,5.0
333,4.912438339312189,4.0
334,5.65234767509196,6.0
335,6.9941768675670914,7.0
336,5.418974632900813,5.0
337,5.0112447048252875,6.0
338,5.127946036172887,6.0
339,6.0647647365183275,6.0
340,7.939819574903595,8.0
341,5.422927350306452,5.0
342,5.633369929545665,6.0
343,5.823042719348791,5.0
344,5.389449156356534,6.0
345,5.355749139490058,5.0
346,5.824464789960643,6.0
347,5.614744556339588,6.0
348,5.722067547191045,5.0
349,5.221349780258777,4.0
350,6.01052138900215,5.0
351,5.790623665702469,6.0
352,5.7229705152961685,7.0
353,6.471836263227885,7.0
354,6.6300541142429665,7.0
355,6.1131953938729,6.0
356,5.046154973041638,6.0
357,5.357081947009419,5.0
358,5.47593698053123,5.0
359,6.676271429979863,7.0
360,5.615893364166368,6.0
361,5.398631624853749,5.0
362,5.560672778212393,6.0
363,6.975868646162297,7.0
364,5.938577800217388,6.0
365,6.137701092618215,6.0
366,5.763056826796628,6.0
367,5.9324770345695015,6.0
368,6.125086790443419,6.0
369,5.329843656982121,5.0
370,5.517216083405799,5.0
371,4.991340365439015,6.0
372,6.050578757831687,6.0
373,4.635922543594347,6.0
374,6.269236623320069,7.0
375,6.209857054608278,6.0
376,5.587043923011095,5.0
377,5.83613766290938,5.0
378,6.661599437976292,8.0
379,6.2231167559793334,7.0
380,5.817883430200709,5.0
381,5.81939962724158,6.0
382,5.371043034093191,6.0
383,6.329199083167168,5.0
384,6.609121250499925,7.0
385,6.200883386261211,6.0
386,5.868918037707147,9.0
387,6.008881510295339,3.0
388,5.113151415502017,5.0
389,6.417410564101544,6.0
390,5.173762184882946,5.0
391,6.0249435453307,6.0
392,6.083811856334421,5.0
393,6.393208548247287,6.0
394,6.8069767536901225,6.0
395,6.6904154394883335,7.0
396,5.542507275669436,5.0
397,5.469990605611258,6.0
398,6.345650888250702,6.0
399,5.560127435592904,5.0
400,5.86635144911628,6.0
401,7.115505076766965,6.0
402,4.703854702341175,6.0
403,5.21075673541651,5.0
404,6.084821054769407,6.0
405,6.106866016859783,6.0
406,5.830940238101732,7.0
407,4.82121461026486,5.0
408,5.837664382989715,5.0
409,5.495650449765378,7.0
410,6.153059589198705,6.0
411,6.1393940557036615,6.0
412,5.749846179322105,6.0
413,5.226406236914443,6.0
414,6.988889769454829,7.0
415,5.0534173971526,5.0
416,4.558864008934876,5.0
417,5.179421170096191,6.0
418,5.651782648013864,6.0
419,6.936282681715454,7.0
420,5.431152500508404,5.0
421,5.963207870934951,5.0
422,4.437473875652472,4.0
423,6.264620377048345,7.0
424,6.439290532217399,5.0
425,5.720753704829917,5.0
426,5.018336014291208,5.0
427,6.997790429000304,7.0
428,6.301638528587318,7.0
429,5.86817137859083,5.0
430,6.140942132144829,7.0
431,6.712703456312198,6.0
432,5.338675326617874,5.0
433,6.266852510016861,7.0
434,5.397278059190455,5.0
435,5.159619664680918,5.0
436,5.708644569458812,6.0
437,5.66010193438683,4.0
438,5.987119525482058,6.0
439,5.239440821031167,5.0
440,6.402994708393294,6.0
441,6.152652061341939,6.0
442,5.966500281733033,6.0
443,5.768430021381732,7.0
444,6.061746228870902,6.0
445,5.900346041228744,5.0
446,6.030772367877091,6.0
447,5.927604433990098,6.0
448,6.015630641465805,6.0
449,6.4120964441852095,6.0
450,5.873622901670501,5.0
451,5.765232906332699,6.0
452,5.144492441969021,4.0
453,5.69666963437993,6.0
454,6.824637222720128,6.0
455,5.256190651145062,5.0
456,6.371898550562605,6.0
457,5.066217009692878,5.0
458,5.454200261517769,6.0
459,5.981714650816571,6.0
460,5.178014897265825,5.0
461,5.016285834582732,6.0
462,5.830807354361525,6.0
463,5.946549131850361,7.0
464,6.034612514818548,7.0
465,5.486692424544344,6.0
466,6.5260260672986306,6.0
467,5.81946624429321,5.0
468,5.493898042546277,6.0
469,6.3737289752971265,7.0
470,6.121933308029327,6.0
471,5.755639936156456,6.0
472,6.829508347724527,7.0
473,6.181478847474239,7.0
474,6.50935203358631,6.0
475,4.822107287416202,5.0
476,5.887297684724501,6.0
477,6.168183135149661,7.0
478,7.023126163920153,7.0
479,6.585895681955378,6.0
480,5.7510926898579555,7.0
481,5.37099815215646,6.0
482,6.064750148538764,6.0
483,5.574955390883872,6.0
484,5.6995760640983235,6.0
485,6.067845295738266,6.0
486,6.250391309668373,6.0
487,6.192853519108553,5.0
488,5.760771667940901,6.0
489,6.2759462395355285,6.0
490,7.488230290673101,6.0
491,5.7996565901448776,6.0
492,5.800604730318412,6.0
493,5.926946607619357,6.0
494,6.856779917085618,7.0
495,6.037029520647167,6.0
496,5.592459537870468,6.0
497,4.321699380841295,5.0
498,5.460669133529336,6.0
499,5.472823787894299,5.0
500,5.957043998609606,5.0
501,5.689504901038845,5.0
502,6.250742772264118,6.0
503,6.006276745259811,5.0
504,5.260224097853666,5.0
505,4.98500523150733,4.0
506,5.8078101167112095,6.0
507,5.234214043726354,5.0
508,7.4518184928086555,7.0
509,5.761816177097558,5.0
510,5.310936889734421,6.0
511,5.8098588166236595,4.0
512,5.160924572826957,6.0
513,5.632991727005276,4.0
514,6.423117288403176,7.0
515,5.757377247197269,6.0
516,6.735407347918397,6.0
517,6.6233618513058445,6.0
518,5.60820794802197,6.0
519,5.2446564244859815,6.0
520,6.111082175351896,7.0
521,5.627180451159603,5.0
522,5.06369939941851,5.0
523,6.35430729281299,6.0
524,5.59488541043072,6.0
525,6.943843901578589,8.0
526,5.94310603760232,5.0
527,6.860741697965324,7.0
528,5.703667360434224,5.0
529,5.282821351131815,5.0
530,5.414427406086929,5.0
531,5.404336079364327,5.0
532,5.994213496966324,6.0
533,6.856146337512428,6.0
534,5.814145778780301,7.0
535,6.378272103645656,6.0
536,6.244295915161274,7.0
537,6.124489945697405,7.0
538,5.405950583530455,6.0
539,6.261200017374563,6.0
540,6.313923453789641,5.0
541,5.499476655905198,6.0
542,5.8510209080722575,6.0
543,4.744573332161053,6.0
544,6.16579922451038,6.0
545,5.391778846385819,5.0
546,5.357656561949284,5.0
547,6.546197161149081,6.0
548,5.698657397301076,6.0
549,6.546944428339373,7.0
550,6.166757350857637,6.0
551,5.958099165621064,6.0
552,5.40934937012554,6.0
553,5.267098418536079,6.0
554,6.288480230398591,5.0
555,5.722067547191045,5.0
556,6.13727935296825,7.0
557,5.347963425837918,5.0
558,5.383395403879888,6.0
559,4.7645528519026925,5.0
560,7.054313578496647,7.0
561,4.632323303571525,4.0
562,5.994426998580707,5.0
563,6.885699870984837,7.0
564,6.661705249707097,5.0
565,4.939974842671916,5.0
566,5.562141720512443,6.0
567,5.988781811978697,6.0
568,5.717134481227163,6.0
569,5.687111662995392,6.0
570,5.249419099713776,5.0
571,6.158903924396327,6.0
572,6.395894185166185,7.0
573,5.322272369325532,6.0
574,5.456349124740541,6.0
575,5.118709397504148,5.0
576,6.345066264738591,6.0
577,6.0945121134051305,6.0
578,6.082434802664551,6.0
579,5.652077360060332,5.0
580,5.740054016020963,6.0
581,6.240804014455534,7.0
582,5.2107517634365195,5.0
583,5.5303296564677,5.0
584,5.384517164014653,5.0
585,5.319071486576092,6.0
586,6.84225517262081,7.0
587,5.96359568537207,6.0
588,5.387556883672801,5.0
589,6.554250963255441,6.0
590,6.17239546466277,6.0
591,5.490936994089566,6.0
592,6.329093347747175,5.0
593,3.957804371577936,5.0
594,5.728105457840286,5.0
595,6.212507675596271,6.0
596,6.547729601080363,7.0
597,6.288171718502213,7.0
598,4.976414112087042,5.0
599,5.45946796465023,6.0
600,6.296795706971466,7.0
601,6.714391856167538,7.0
602,6.104059208527133,6.0
603,6.727251288305496,7.0
604,6.705731528590547,6.0
605,5.26949724740598,5.0
606,6.419075614632334,6.0
607,5.782711409084584,5.0
608,6.841696257569879,7.0
609,7.13596802029889,7.0
610,5.814185844863289,5.0
611,6.201830918926873,8.0
612,6.37484747013707,6.0
613,6.712703456312198,6.0
614,5.523752835492758,5.0
615,6.1853873334868865,7.0
616,5.488640581801803,5.0
617,6.126035689825869,6.0
618,5.920780026290515,5.0
619,6.417017284140201,6.0
620,6.447222909635627,8.0
621,5.389449156356534,6.0
622,6.327615068471459,7.0
623,6.40983357271142,7.0
624,5.916303566875229,6.0
625,5.43979016652753,5.0
626,5.81939962724158,6.0
627,5.402301549959503,6.0
628,6.186820383106038,6.0
629,5.0766276850496865,6.0
630,6.33060769531366,6.0
631,5.470727127401915,5.0
632,6.0767346488427165,6.0
633,5.447453281064497,5.0
634,5.3439700001504775,5.0
635,5.525470582315023,6.0
636,6.57293570182253,6.0
637,5.750429239607627,6.0
638,5.380196204027584,5.0
639,7.108021896301523,7.0
640,5.3703315919960914,6.0
641,6.141813461268271,6.0
642,6.112081814298648,5.0
643,6.799786669925197,7.0
644,5.124027004328752,5.0
645,5.738844817090808,6.0
646,6.5746278084969845,8.0
647,5.497783236637247,6.0
648,6.54456722650832,7.0
649,6.039233403952409,5.0
650,6.118288258776772,6.0
651,5.359590044866422,5.0
652,5.909448259900898,6.0
653,6.432243574824497,7.0
654,5.41125109864106,6.0
655,6.774353163614535,7.0
656,5.313373811229155,5.0
657,5.075971812211321,5.0
658,6.439517045921434,7.0
659,6.113793098838073,7.0
660,6.275166190896641,5.0
661,6.656804816340582,8.0
662,5.843485306894223,7.0
663,4.882153625919273,5.0
664,6.803910275297881,8.0
665,6.307235475263667,7.0
666,5.308604398171781,6.0
667,2.9294902201819752,4.0
668,5.619479172084112,5.0
669,5.809606183437779,6.0
670,5.205227420796803,5.0
671,5.181747251967238,6.0
672,5.495110474501928,7.0
673,5.312006246217834,6.0
674,6.179098346839794,8.0
675,5.274283306735811,6.0
676,4.784192267485054,6.0
677,5.982734501259472,6.0
678,5.503246960228694,5.0
679,5.437368562807478,6.0
680,5.959495126973138,6.0
681,5.7374505424776885,5.0
682,6.320663623309969,5.0
683,6.226549757233784,7.0
684,7.1190695372862365,6.0
685,6.609034221088166,7.0
686,6.449354651693568,6.0
687,5.842947116211434,7.0
688,5.160639609139594,5.0
689,5.640267804123226,7.0
690,5.732184901420567,5.0
691,5.959161862614508,6.0
692,6.732782968190406,8.0
693,6.5746278084969845,8.0
694,6.50235508066072,8.0
695,5.383727642550923,5.0
696,6.282995974205676,6.0
697,5.184612104070766,6.0
698,5.244513558992196,5.0
699,5.902973262362536,6.0
700,5.625799623973762,6.0
701,5.092370785230685,6.0
702,5.716046468436275,6.0
703,6.302308711411541,6.0
704,6.456669537822393,7.0
705,6.514409658385887,7.0
706,6.104540099999497,7.0
707,6.075467763282575,6.0
708,5.319071486576092,6.0
709,5.509337827847105,6.0
710,5.626434973878986,6.0
711,6.254501306594136,7.0
712,6.308177963506239,6.0
713,6.34821675471278,7.0
714,5.552564937838611,5.0
715,5.281567247744363,5.0
716,6.145651967485776,7.0
717,5.759345836582668,6.0
718,6.357489756210157,6.0
719,5.213171252111408,6.0
720,6.019591924394263,6.0
721,6.677351030514615,7.0
722,6.589340428870457,7.0
723,6.678748569879872,6.0
724,5.40597622845516,5.0
725,6.183253946805564,7.0
726,5.884356942951371,6.0
727,6.403429829099309,8.0
728,6.027179551808359,6.0
729,6.514861365596971,4.0
730,6.41799317475116,7.0
731,6.479065929128751,7.0
732,5.3225300430150355,5.0
733,5.397354089213593,6.0
734,5.113201137922658,6.0
735,6.548708977652041,6.0
736,5.985640012474676,6.0
737,5.252496722893028,6.0
738,6.28969169458702,6.0
739,6.705915335884811,7.0
740,5.286484933338556,6.0
741,5.3018345043724935,4.0
742,5.7254525296914665,7.0
743,5.358037293812771,8.0
744,6.497106660249756,8.0
745,5.269275230288372,6.0
746,5.408386790245288,6.0
747,5.626434973878986,6.0
748,5.672798033565755,6.0
749,5.637800181659827,5.0
750,5.5186965523844265,5.0
751,6.154970800346717,6.0
752,6.2104464080578055,7.0
753,5.864393712658256,5.0
754,5.2039011936513475,5.0
755,5.539414167481425,5.0
756,5.917689497270544,6.0
757,6.250236684297022,6.0
758,5.032641780870392,4.0
759,5.306420569906322,6.0
760,4.945353718625142,5.0
761,5.456663542067872,5.0
762,5.533133427193945,6.0
763,6.41723887406846,6.0
764,5.396535278272097,5.0
765,5.98948623580219,6.0
766,6.039817168653542,7.0
767,6.459683258630577,6.0
768,6.086742073751736,6.0
769,6.664075742036857,6.0
770,5.45946796465023,6.0
771,5.2748081528469015,5.0
772,6.6904154394883335,7.0
773,6.394007746416889,7.0
774,6.179895718608634,6.0
775,5.879241471040132,6.0
776,5.550650911237028,6.0
777,6.177795900982574,7.0
778,5.787876464280259,6.0
779,5.901218459045708,6.0
780,5.1526579613286,5.0
781,5.387068657448879,5.0
782,4.666420085349415,5.0
783,5.088052119959855,5.0
784,6.116861982238447,5.0
785,6.1132435208119205,6.0
786,5.549007233015232,6.0
787,5.814087976955591,6.0
788,6.488406054106235,6.0
789,6.491692447572007,6.0
790,5.687111662995392,6.0
791,5.656611374775082,4.0
792,5.044723104103042,5.0
793,5.736436059573975,6.0
794,5.464569583282639,5.0
795,6.263655512508478,6.0
796,5.640908749818777,5.0
797,6.434855491854194,7.0
798,4.8418370989381,5.0
799,6.301638528587318,7.0
800,5.943758308633306,5.0
801,5.898660072645271,5.0
802,4.876153648205587,5.0
803,5.4352647748257255,6.0
804,5.91947859951469,8.0
805,6.352507785018759,6.0
806,5.660930951499438,6.0
807,5.772257997540294,4.0
808,5.5176570334563735,5.0
809,5.383916504557874,5.0
810,6.058022781867578,6.0
811,5.800059770833059,5.0
812,5.6083897569909595,6.0
813,5.109350142822564,5.0
814,6.331750051365191,7.0
815,5.273362351283737,4.0
816,6.9490830772002425,6.0
817,5.347433707866401,5.0
818,6.350122072108547,6.0
819,5.327552772062717,5.0
820,6.3441563925278786,7.0
821,7.133296046962954,7.0
822,5.2666750607547215,5.0
823,5.48176219844126,6.0
824,5.877577006736004,6.0
825,6.846145118269021,7.0
826,5.898475997378256,6.0
827,5.152980263665484,5.0
828,5.916394635917868,6.0
829,5.839439614495063,7.0
830,5.753457063577741,6.0
831,6.007760104424449,6.0
832,6.293726764878443,7.0
833,4.286915401269596,4.0
834,5.061049774522559,5.0
835,5.957981349571469,6.0
836,6.255020862709671,6.0
837,5.64311981968109,6.0
838,5.640369814003066,5.0
839,5.607397082294312,5.0
840,6.543216859392203,6.0
841,5.629084514903127,6.0
842,5.110430440651953,6.0
843,5.23846109410448,5.0
844,6.48214804677562,6.0
845,5.161768387922791,5.0
846,5.44390815828217,5.0
847,3.074400493521324,5.0
848,6.464360521634319,6.0
849,6.774353163614535,7.0
850,5.012579336960755,4.0
851,6.125289928087909,6.0
852,5.750429239607627,6.0
853,5.612014013032706,6.0
854,5.425263898270828,6.0
855,5.328124452821328,5.0
856,5.876323133679989,5.0
857,6.685065845976055,6.0
858,6.2030684320220075,7.0
859,5.96782258889192,6.0
860,5.875115527966841,7.0
861,6.189981314997681,7.0
862,5.946649002885238,6.0
863,6.543216859392203,6.0
864,5.750049795301493,5.0
865,5.533934913564565,6.0
866,5.3760908266935985,5.0
867,5.489574499399737,6.0
868,6.7259036195310955,6.0
869,5.786360224310727,6.0
870,6.100740859424718,7.0
871,6.555641018083236,7.0
872,6.130776103414291,5.0
873,6.476673712644725,6.0
874,6.239332038416904,7.0
875,5.567541870778911,7.0
876,7.156665963652273,6.0
877,5.804212185146753,6.0
878,5.429368828301733,5.0
879,5.575593507925419,5.0
880,7.475688471896319,7.0
881,5.836119562649003,7.0
882,5.840584275937061,8.0
883,6.061467693389318,5.0
884,5.014074348825744,5.0
885,5.55594205537318,5.0
886,6.177211063003597,6.0
887,5.3703315919960914,6.0
888,6.537114711845959,5.0
889,6.4270723317017655,6.0
890,6.0679171647387875,6.0
891,6.301638528587318,7.0
892,5.753828805189357,5.0
893,6.999689168744339,7.0
894,5.4375469735466595,5.0
895,5.0302583496294915,6.0
896,5.9439661249458595,5.0
897,3.779016940462867,4.0
898,7.097483111577503,7.0
899,6.403429829099309,8.0
900,4.857433902000992,5.0
901,5.803474170129448,6.0
902,6.863886669111906,6.0
903,6.778790534848639,6.0
904,6.660315760665981,6.0
905,5.471004684478942,5.0
906,6.150719205357547,7.0
907,7.026272567962451,6.0
908,7.349597748159283,7.0
909,5.51286339785554,4.0
910,6.252007567208295,7.0
911,5.91950185645095,6.0
912,4.8788299058264215,5.0
913,4.6778295851533755,6.0
914,6.045070837464095,6.0
915,5.1399144496353415,5.0
916,6.098085619923296,5.0
917,6.4740921275413825,7.0
918,6.224842186749754,6.0
919,5.122905527771394,6.0
920,5.243527614648428,6.0
921,6.3853408213827265,6.0
922,6.988154146550869,7.0
923,5.2292459901073585,6.0
924,5.092596231468008,5.0
925,5.385007925665036,7.0
926,5.242044226392977,5.0
927,6.3253354149608185,7.0
928,5.7539526831953935,5.0
929,5.921809101136034,5.0
930,5.809679428317736,6.0
931,6.734407701453847,7.0
932,5.518132694010546,6.0
933,6.735873532973301,6.0
934,6.951159539474503,6.0
935,6.545410207703895,5.0
936,6.271884222721553,6.0
937,5.4370351753176465,5.0
938,6.007760104424449,6.0
939,6.020350097054489,6.0
940,5.470265461525514,5.0
941,5.226047986062099,6.0
942,5.979671951225953,6.0
943,6.186264665468059,7.0
944,6.822844495821585,7.0
945,6.250999050683049,6.0
946,5.967911692967533,6.0
947,5.240389333440987,4.0
948,6.28926568414181,6.0
949,5.865351716849318,5.0
950,5.075971812211321,5.0
951,6.305544443051417,6.0
952,5.875115527966841,7.0
953,5.360360996240615,5.0
954,6.343254885812939,6.0
955,6.7860706752564965,6.0
956,6.334751766873268,7.0
957,5.740378737902688,5.0
958,6.333082120387559,6.0
959,5.470265461525514,5.0
960,6.578737037284213,7.0
961,7.0043306396403295,8.0
962,5.289530692152368,5.0
963,7.155215700537838,7.0
964,5.825658415390478,5.0
965,6.997901307491588,8.0
966,4.912742540402633,4.0
967,5.809946495549127,6.0
968,6.080137551076632,6.0
969,5.861775288742763,6.0
970,5.552272548959365,6.0
971,5.647576379299039,6.0
972,5.8852370670351775,7.0
973,5.468636130323773,5.0
974,6.133848444121099,6.0
975,5.10356513052983,5.0
976,5.897531576386825,7.0
977,6.593473825512774,7.0
978,5.37419705517965,5.0
979,5.542184946261216,7.0
980,5.542681994570984,5.0
981,5.493369772300184,6.0
982,5.646479292132028,6.0
983,6.425301394446649,7.0
984,5.714624992783627,6.0
985,5.918014478894747,7.0
986,6.212551374376034,6.0
987,6.250650247727265,5.0
988,5.451089291573965,6.0
989,6.510856545733759,7.0
